gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
4.073331188579838624e+01,-7.405626710786867761e+01,-4.530199868339345182e-01,2.861586257357307678e-02,1.000391908714523895e-02,6.833358732795909336e-03
4.073330961703897657e+01,-7.405624760699726039e+01,-6.671523231837577228e-01,-6.450058758801642880e-03,3.575469059336597311e-02,-1.733890983922250009e-02
4.073332201954708864e+01,-7.405627168753217404e+01,2.661696987579840190e-01,3.002948420991001857e-02,-2.254901503415788003e-02,-4.724276840604322431e-02
4.073332862484028283e+01,-7.405625735027686574e+01,-2.464611618898026268e+00,7.101829283481563004e-02,-9.099743727829651130e-02,-2.399297333068651020e-02
4.073330956639118483e+01,-7.405628685912529363e+01,-1.247762810215107709e+00,1.763004889318897693e-03,1.576490844126326660e-02,3.241826654460527174e-02
4.073331670850400599e+01,-7.405626857018344822e+01,4.303963443664924338e-01,-1.764712144641814376e-02,9.196924030002065487e-02,2.082485053643342438e-02
4.073331287582119131e+01,-7.405627400517983006e+01,-2.457214198756183521e+00,6.303986255937936434e-02,-1.615640882563701072e-02,7.172027605766344294e-02
4.073331677862012867e+01,-7.405626654373924111e+01,-2.810892855522066913e+00,1.520623759007724840e-02,4.428492035433483076e-02,3.056252557718534130e-02
4.073331059421772693e+01,-7.405624281818793975e+01,1.629033641683025557e+00,4.824622576513995509e-02,2.078234999939905514e-02,-5.097356353093023679e-02
4.073331434401033135e+01,-7.405624503410766124e+01,-1.290017571412026554e+00,1.443500646192947580e-02,-8.135990432806747275e-02,-7.248044780429362122e-02
4.073332382618268355e+01,-7.405627211492846129e+01,2.684826999024265137e-01,6.401922464206614982e-02,-7.958148941364615037e-02,3.057601314767252262e-02
4.073332427325409100e+01,-7.405626183151321129e+01,-7.710958859945210575e-01,-9.454674650322627064e-03,-3.735308052154402703e-02,5.559055607861112386e-02
4.073331131978090269e+01,-7.405625101170639368e+01,7.886643958065554516e-01,3.681901732410081118e-02,7.033417043986106565e-03,1.000253122172051062e-01
4.073332668999859152e+01,-7.405627320330113150e+01,-1.153437819598111425e+00,4.358305272689503435e-02,4.748952032586556404e-02,1.021841728983457903e-01
4.073332157958433442e+01,-7.405625213057749079e+01,-2.254018728964573892e+00,-7.911605782675823484e-02,-1.692482990708168641e-02,-3.640458749102308544e-02
4.073332101153351914e+01,-7.405625184995085419e+01,1.775698885949029027e+00,-5.672504029991336932e-02,-3.736657632474470886e-02,5.646965702612062599e-02
4.073331119990844229e+01,-7.405627772422506894e+01,-3.784493950721389277e-01,-1.582262017619801286e-01,1.996358540251166186e-02,-6.888261773577264435e-02
4.073332059731862387e+01,-7.405626868175113486e+01,1.901747255373429146e+00,8.989482893854112977e-02,-3.829509568123631164e-02,3.162350872909984456e-02
4.073332048460727606e+01,-7.405626602490920618e+01,-8.956178461195912766e-01,5.418757783027302460e-03,-3.948326246923430927e-02,-5.702965775620412459e-04
4.073332408857172737e+01,-7.405624768323959017e+01,-6.370913460746594481e-01,-4.056285334306959471e-03,2.903349578618165741e-02,1.208597553994321568e-02
4.073331669407298961e+01,-7.405625647994068572e+01,2.195540106955110371e+00,1.401445767042249282e-02,-2.563664565245253601e-02,-2.663427085360541013e-02
4.073332964527166666e+01,-7.405628919757950257e+01,-8.407128407190465058e-01,6.472318970649034581e-03,-2.830427249681115309e-02,7.480517886904823610e-02
4.073333006083608865e+01,-7.405628264730721355e+01,8.265178277750420688e-02,7.733204071645677705e-03,5.926376154281443043e-02,-1.756629657606885789e-02
4.073332074290517113e+01,-7.405625563114126919e+01,9.058953775220910387e-01,-6.562644991980995379e-02,4.365643310826979040e-02,9.104930388420007237e-02
4.073332663118602426e+01,-7.405623937303998616e+01,1.997563659500671385e+00,-2.405171570915956569e-02,2.197486309822015149e-02,-3.627995517770221667e-02
4.073332561931150053e+01,-7.405625831602030473e+01,-4.585488720443773869e-01,6.016751837304608053e-01,-7.890556617317513455e-01,4.532920484879962575e-02
4.073331667133114564e+01,-7.405628319982035634e+01,-7.326357963697831543e-01,1.301046566201479182e+00,-1.579744867873845715e+00,-1.824294604280762497e-02
4.073334222160189455e+01,-7.405629431042274291e+01,-5.302349072626318938e-01,1.940146740436324624e+00,-2.309585395538700237e+00,-7.052530763001822744e-02
4.073336807804493986e+01,-7.405632730214634307e+01,8.693918564397622450e-01,2.593199042973309165e+00,-3.148857513117796714e+00,-3.298230092643172906e-02
4.073340670418031095e+01,-7.405636571131111623e+01,-1.060615520136993561e+00,3.222957936632232290e+00,-2.298662843190163230e+00,-1.885032835209006843e-02
4.073341964376071900e+01,-7.405637811503078183e+01,5.844311349818656076e-01,3.973112707351986739e+00,-3.956717536945453251e-01,2.134959376155523472e-03
4.073344446325878465e+01,-7.405639788011279734e+01,-4.920955482360010458e-01,3.928021117181790256e+00,8.590127014969926034e-01,6.789849455766461608e-03
4.073349718934639441e+01,-7.405637011551185367e+01,-1.079942848798954858e+00,3.606122838868904168e+00,1.642958611940522617e+00,-5.920964013873811216e-02
4.073350525516824661e+01,-7.405634893402942964e+01,8.708010212324829996e-03,3.404266837172523097e+00,1.993137638286882618e+00,5.061214029295318939e-02
4.073356859685762998e+01,-7.405630288560340091e+01,4.995166796762485206e-01,3.308566187654351065e+00,2.214054571838024454e+00,-1.696171618692652802e-02
4.073357817886461163e+01,-7.405630021762409854e+01,1.069879860651602010e+00,3.203879199085963858e+00,2.369890581855746525e+00,-3.558146297850389023e-02
4.073361698748712456e+01,-7.405626396913535814e+01,-1.391547613108227999e-01,3.118521250584390447e+00,2.442686292663606373e+00,-1.462988700661473421e-02
4.073364444094933390e+01,-7.405620392901053606e+01,2.296549303577627155e-01,3.098257822488791113e+00,2.496451088610452729e+00,-2.966050009342146784e-02
4.073366693771285441e+01,-7.405620072380358465e+01,6.455431642602433850e-01,3.042488129067368430e+00,2.550602635121947959e+00,3.469583444370383241e-02
4.073369031335019486e+01,-7.405616873455424809e+01,3.306760483280305474e-01,3.053438524025162693e+00,2.465749425784627746e+00,-4.327609036466906201e-02
4.073371842948785826e+01,-7.405613299101720770e+01,1.068778912516526791e+00,3.075352693710978969e+00,2.509002537478179917e+00,6.021501840216980650e-02
4.073375106226318110e+01,-7.405611824409974986e+01,1.936478282228409897e+00,3.107078212925779681e+00,2.578947037292368183e+00,2.940756868327542087e-02
4.073378815473156322e+01,-7.405606879460181347e+01,3.882995850619770373e-01,3.054133856237099209e+00,2.573140341147330812e+00,3.417095343395223223e-02
4.073382439707197733e+01,-7.405604344280402529e+01,7.216348934612744070e-01,3.047282361789699134e+00,2.627610101238838869e+00,2.091744161786930189e-03
4.073383090571599041e+01,-7.405602051596707724e+01,-3.225742422569163104e+00,2.246932449567506040e+00,1.928836047882593885e+00,8.847772191586684293e-03
4.073386045565461444e+01,-7.405599326057854626e+01,1.252838532850177877e+00,1.543198165252226195e+00,1.244393171614466498e+00,-3.398713191635720915e-02
4.073386359762778852e+01,-7.405599614611456616e+01,1.325638062476903301e+00,7.988268511210807610e-01,7.667075769189861667e-01,6.215173993647558209e-02
4.073387917350198251e+01,-7.405598993861761414e+01,-3.229074400282679891e-01,-4.598453191433140436e-02,1.032918042131269337e-02,1.959565019211099990e-02
4.073387805286091634e+01,-7.405598723827814922e+01,-1.048072655117916030e+00,9.005736865981907036e-01,5.758883709206581436e-01,4.493168788531063523e-02
4.073387044945106794e+01,-7.405599013306236600e+01,-2.001157596799758576e+00,1.680953252442606294e+00,9.624928761316851045e-01,-8.523101861219356534e-02
4.073390678104962603e+01,-7.405596874474909441e+01,1.240754824638019560e+00,2.658749499442165654e+00,1.393787291301232356e+00,8.858242989822490143e-02
4.073392226822834061e+01,-7.405592346118635305e+01,2.434965339418602603e+00,3.464299019537361524e+00,1.737547254701357069e+00,9.584290811412642889e-04
4.073396013007122463e+01,-7.405593863736562810e+01,-1.554735487568588592e+00,4.371905377145275828e+00,2.237634880807575222e+00,3.573656217000718838e-02
4.073398509261460987e+01,-7.405590036953930166e+01,3.098600913457616013e+00,5.411817058714344597e+00,2.715058899171957751e+00,-2.665255507614469610e-02
4.073407025181443686e+01,-7.405583165667574974e+01,-1.781487526612566707e+00,6.278854003036107301e+00,3.187783609484417635e+00,2.334834790755274669e-02
4.073411540707154188e+01,-7.405581019241162721e+01,8.577781092464187296e-01,6.071150605442794834e+00,5.180794581727838910e+00,-3.972248944982947894e-02
4.073416361386242102e+01,-7.405572146146786849e+01,-2.844315721543650088e+00,1.864868488712473349e+00,8.807219912771095949e+00,-4.806033423343632899e-02
4.073415448460836075e+01,-7.405562774370191903e+01,2.856839359326610150e+00,-2.391321207492691503e+00,9.623076876058249240e+00,5.044690194212381185e-02
4.073410401313915941e+01,-7.405549307141377824e+01,-9.188202014497016956e-02,-5.433119691935969442e+00,8.405420285455088347e+00,-2.803820692247837101e-02
4.073406012066894277e+01,-7.405543472785785752e+01,-4.829469222984853483e-01,-7.061689994983113117e+00,7.027325329192261272e+00,3.507305212106554687e-02
4.073399441797428722e+01,-7.405535724795770136e+01,-6.886463539801359612e-01,-7.917331757659116676e+00,6.175390077401437416e+00,3.395031685355483914e-03
4.073391155522956808e+01,-7.405527042586155062e+01,-1.775434191262854344e-01,-8.536128848486740139e+00,6.916727107925399132e+00,2.269243674042983102e-03
4.073384156004623691e+01,-7.405517340082865019e+01,2.686572157789545834e+00,-9.209472100332986244e+00,7.712508986757602436e+00,-2.712903015511449259e-02
4.073374650986826850e+01,-7.405508722219373396e+01,7.375036506939618430e-01,-9.758950498684209052e+00,8.415379065057715380e+00,-2.892031307095975848e-02
4.073366958147847328e+01,-7.405496479693101719e+01,-1.466610855808957448e+00,-1.052280731403648595e+01,9.210900686009628302e+00,-6.621756498323184970e-02
4.073356131578383099e+01,-7.405486140861782474e+01,-3.818346958316644613e-01,-1.124773938708112730e+01,9.970773583676949769e+00,-5.368067362362458766e-02
4.073345509076872872e+01,-7.405473305454366084e+01,-1.908811916152833410e+00,-1.191332329802998835e+01,1.067341460429080335e+01,8.048769967298322059e-02
4.073335507714938331e+01,-7.405460285077191429e+01,-2.400402859397725130e+00,-1.261763064360100195e+01,1.144840526243845602e+01,-2.030507874439805779e-02
4.073323248346770242e+01,-7.405447075709247429e+01,1.946962687717384288e-01,-1.344483732637132967e+01,1.206325205246382204e+01,6.916542809479149512e-02
4.073310565582264076e+01,-7.405432810759980100e+01,1.048601539692627149e+00,-1.416254668818776352e+01,1.281921110091322191e+01,8.798698805009803892e-02
4.073297470726408420e+01,-7.405417782874978627e+01,1.636758452989103940e+00,-1.495937336889508984e+01,1.340085572436851713e+01,-1.510590310477808243e-02
4.073283388206870370e+01,-7.405401780216946861e+01,2.652361279057735000e-01,-1.544398011187709230e+01,1.275087743379575933e+01,6.271195898269127378e-02
4.073270664100169114e+01,-7.405387018628267981e+01,8.305150419176211551e-01,-1.574136559200484520e+01,1.248407729803401622e+01,-8.533531778190309169e-02
4.073255246726071732e+01,-7.405371023369852423e+01,2.878878012743025239e-01,-1.596482929523309835e+01,1.216533761139350212e+01,8.182075429027180213e-02
4.073242012451215999e+01,-7.405359100843324427e+01,-2.814080971360811034e+00,-1.609735774418968290e+01,1.189483142221085643e+01,-2.499669108635271808e-02
4.073225519219779756e+01,-7.405344611621643480e+01,4.215275815043088015e-01,-1.608305170337569479e+01,1.190927131471138622e+01,5.293018032109642057e-02
4.073213173425863687e+01,-7.405329162968493506e+01,9.508338482726106378e-01,-1.561567669866925101e+01,1.260851928914730280e+01,1.154268877609694079e-02
4.073198274162707833e+01,-7.405312478389355135e+01,-3.767493477527282808e-01,-1.526061287231900998e+01,1.298411036896085768e+01,2.681063469065857185e-02
4.073184077310440898e+01,-7.405296969219611469e+01,2.430830516764380889e+00,-1.488782761672180399e+01,1.319087831597681948e+01,-5.174597912905282149e-02
4.073173354706469951e+01,-7.405281896039829803e+01,4.639408478446563344e-01,-1.371326481851564338e+01,1.458059271708718896e+01,-7.365637521987976333e-02
4.073162290430401100e+01,-7.405262659923619140e+01,-3.942150723949157110e-01,-1.277289907402724545e+01,1.531520969930757126e+01,2.810716190674775877e-02
4.073150197535957062e+01,-7.405244923951966030e+01,2.648171426458498789e+00,-1.196508220270378509e+01,1.601734125367097050e+01,9.844699918792979357e-03
4.073138902952396023e+01,-7.405225608348237643e+01,5.535731269953630268e-02,-1.064314182676120168e+01,1.701465032616186335e+01,-2.735757380597732269e-02
4.073129103230740355e+01,-7.405204387610501726e+01,8.148225927507032340e-01,-9.049250541238178513e+00,1.792922804467119846e+01,-8.074027804175447354e-02
4.073122463165000084e+01,-7.405182583177820277e+01,3.131282458995797047e+00,-7.429203890639007213e+00,1.852211933286866241e+01,1.568918077405872732e-02
4.073116418354634050e+01,-7.405160475287384259e+01,5.746153956852558808e-01,-5.812435751698569852e+00,1.909405532762985658e+01,5.694443238436851934e-02
4.073111988319082144e+01,-7.405139023491396699e+01,-4.765589688655502698e-01,-4.136181233662174606e+00,1.947103347909599691e+01,-1.132202463533554977e-02
4.073109013038003212e+01,-7.405113734580579887e+01,2.334766872948972338e+00,-3.967976828876424999e+00,1.956352153170299601e+01,3.417517386093545106e-02
4.073105579319415881e+01,-7.405092914717742758e+01,4.041528378775836039e-01,-1.814731787566117527e+00,1.988815120941020353e+01,2.647922726449624883e-02
4.073103868757760182e+01,-7.405069631359243942e+01,7.409904134855442859e-01,7.076007271093648354e-01,2.000254083121295068e+01,-7.046076196386610868e-02
4.073106210045607156e+01,-7.405043983853441603e+01,5.950143422900595613e-01,3.022562664678219990e-01,1.993277758071701200e+01,-8.839170373421334492e-02
4.073105206143802803e+01,-7.405021041383641034e+01,5.380591715646976941e-02,-7.559850864704638074e-01,2.000041877015839020e+01,-6.007748771884328237e-02
4.073104884303150897e+01,-7.404997527638322197e+01,-3.079073390319964521e+00,-1.789916708748600316e+00,1.993595868939535620e+01,6.375530556474345856e-02
4.073103398944566322e+01,-7.404973587271213376e+01,9.230227810182715098e-01,-1.908591944735760437e+00,1.984589465645920114e+01,3.368565540906687250e-02
4.073101377433191317e+01,-7.404949374716885302e+01,2.301695889818838658e+00,-1.850088757701549014e+00,1.988402895688786387e+01,5.121751574973527898e-02
4.073098907010198388e+01,-7.404926669392079930e+01,3.742261273037935876e+00,-1.886589663976391495e+00,2.003049353784021136e+01,-1.460422669269387241e-02
4.073097922982993424e+01,-7.404902911578946600e+01,-8.794796138642285710e-01,-1.888573951447111599e+00,2.000765578317745508e+01,1.430960977097874010e-02
4.073097255828547958e+01,-7.404881437972184699e+01,6.049007146858629280e-01,-1.786543855439931994e+00,1.994727246479905602e+01,-5.132724520276815000e-02
4.073094874050334369e+01,-7.404856512850314232e+01,5.775597027256711841e-02,-1.874753065809708019e+00,1.983187162064399089e+01,4.812515596754993186e-02
4.073092779355853565e+01,-7.404831214695305164e+01,-1.981714070510357084e+00,-2.046913634945759064e+00,1.981516705519732113e+01,-3.711519890731977255e-03
4.073092652282743842e+01,-7.404807476991361170e+01,-9.545115536714640081e-01,-2.435019501669112074e+00,1.984546585785998118e+01,-8.592997699053223082e-03
4.073088619828821777e+01,-7.404786222398873008e+01,-1.958529772469767005e-01,-2.437904683993352695e+00,1.987418898117800481e+01,1.190937930078843875e-02
4.073086656451856413e+01,-7.404761596071918461e+01,-3.478168190220083944e-01,-2.551277824024265506e+00,1.973267502656651473e+01,4.563449738989425186e-02
4.073084324408004164e+01,-7.404737112619405082e+01,-7.204756904537408246e-01,-2.564444373758389517e+00,1.982581364071599239e+01,-3.087952489298161594e-03
4.073081950647251404e+01,-7.404714690398441235e+01,-6.043110814243020101e-01,-2.494921116377121884e+00,1.982648036871262676e+01,2.071025397032284776e-02
4.073079523829465387e+01,-7.404691082503400423e+01,3.631183002778308189e-01,-2.578621606121966003e+00,1.986174213326819071e+01,2.167593585693582472e-02
4.073078193710178141e+01,-7.404667634889132444e+01,-1.566289188626122986e+00,-2.627100250762984146e+00,1.983762234259692647e+01,-4.746913144862500641e-03
4.073075717121430728e+01,-7.404643230939373666e+01,2.236723920958560985e+00,-2.527055183268344773e+00,1.982861019444046136e+01,-3.353242820137854879e-02
4.073072651805067323e+01,-7.404621779483260013e+01,-4.585823197090737935e+00,-2.545885957283666734e+00,1.980964240598370196e+01,1.291218699821707755e-02
4.073070044971217385e+01,-7.404597139955771468e+01,-2.400892702340750695e+00,-2.579967567703754128e+00,1.980175387895855366e+01,2.872027836094574044e-02
4.073067182109177509e+01,-7.404572431036784508e+01,2.455180700588775189e-01,-2.556227459628744647e+00,1.988711866263483685e+01,1.785404189178332532e-02
4.073064841660457347e+01,-7.404549303208072786e+01,7.457072150510458686e-01,-2.922911305532954529e+00,1.979122692172687081e+01,6.227244019998229470e-03
4.073063028257769247e+01,-7.404528631076675538e+01,-5.438442874624377366e-01,-3.151074215675344181e+00,1.975991483675796445e+01,2.907740682136336283e-02
4.073059316852596368e+01,-7.404504071622871209e+01,-1.636394739551811472e+00,-3.560010731649909665e+00,1.970505604529786936e+01,-9.140105366164266720e-02
4.073056943012799280e+01,-7.404482945076276224e+01,2.031817130003030769e+00,-3.745104145663217032e+00,1.954759276152593017e+01,9.178450186834932398e-03
4.073051642110670656e+01,-7.404457292435195370e+01,1.428110649211791205e+00,-3.143057364188445391e+00,1.980444956190624595e+01,2.208243754793931188e-02
4.073052394424205147e+01,-7.404436491967702239e+01,-5.976903345178271598e-01,-2.751289715818899140e+00,1.978078369029647376e+01,5.626992446318497543e-02
4.073051539249971142e+01,-7.404412445996489112e+01,-5.365123388904908808e-01,-2.450503630152005563e+00,1.985235897841246810e+01,2.752036749453050726e-02
4.073045991005135136e+01,-7.404387646630131314e+01,1.447236903559201981e-01,-2.329208804925444021e+00,1.988613011290477672e+01,2.347012471940083944e-02
4.073044449966882752e+01,-7.404365059305547447e+01,-1.323597897290487602e+00,-2.251064723189443395e+00,1.985801186125087270e+01,9.920694527549146768e-02
4.073041667410914357e+01,-7.404339486951907645e+01,8.090505450856718683e-01,-2.189696605033958576e+00,1.990839444405820302e+01,4.794909303411227369e-02
4.073039465912579971e+01,-7.404316069527732225e+01,1.905154839768581077e-01,-2.166284175694786818e+00,1.992078901042361494e+01,6.448856560432882079e-02
4.073037309748866619e+01,-7.404294154958560625e+01,-1.740963178609211681e+00,-2.117303706708256961e+00,1.985303957810003794e+01,1.127484617862932817e-02
4.073036543770570717e+01,-7.404268706743938822e+01,1.683572277051037513e+00,-2.184060108269302081e+00,1.983622181058449740e+01,-7.334428191997217905e-02
4.073035729297327379e+01,-7.404245260761790348e+01,6.519193441314988791e-01,-2.148525560244698873e+00,1.980181379901575056e+01,-6.594403979901458657e-02
4.073033321252376027e+01,-7.404220802987092043e+01,-1.940038014955216106e+00,-2.319324791708535560e+00,1.979307049138595431e+01,1.301079022230098615e-02
4.073029714247636690e+01,-7.404197150136754146e+01,-1.626947530065799175e+00,-2.471604758083000064e+00,1.983115915380770389e+01,1.906817760473092371e-02
4.073027517987826229e+01,-7.404175347605800539e+01,5.737385984504204117e-01,-2.675306684399696877e+00,1.986765481956573964e+01,9.336376711301190567e-02
4.073023406452112738e+01,-7.404151596161482018e+01,-1.480473001768730645e+00,-2.735584357909739861e+00,1.982315316625996360e+01,1.041345943607556099e-02
4.073022168886986094e+01,-7.404129131410309128e+01,3.356676326629336238e+00,-2.808541324525544614e+00,1.982308490982978100e+01,-5.556044365697082599e-02
4.073020533776308838e+01,-7.404104912876911726e+01,8.136170757794388697e-01,-2.717060498369324950e+00,1.978641839534951785e+01,-8.291017230601317040e-03
4.073019332944618753e+01,-7.404080430400651380e+01,-7.308028401496724502e-02,-2.812692558886067395e+00,1.988009823877293414e+01,9.015446722249560382e-03
4.073015181021340680e+01,-7.404059403680933826e+01,3.391934160349450722e-01,-2.693759771579700146e+00,1.976397128799214187e+01,1.528277005445711568e-03
4.073013437922524105e+01,-7.404034868858715868e+01,-2.374460330337767378e+00,-2.744309532424620723e+00,1.974900610155386715e+01,3.133372194759012630e-02
4.073010973706747961e+01,-7.404012611679698352e+01,1.888499825920667785e+00,-2.763947885067999710e+00,1.983331815886873173e+01,-1.248165745094322737e-01
4.073006682525090127e+01,-7.403987849386376752e+01,-3.745129377576108531e+00,-2.882916911576378638e+00,1.985279393307112272e+01,6.365980612156906145e-03
4.073006582710655010e+01,-7.403964152918013042e+01,1.973998727179621993e+00,-2.779864179260620016e+00,1.995250543500342388e+01,-1.480616520310408524e-02
4.073001936671067824e+01,-7.403938628619364692e+01,4.066029350043893764e-01,-2.432596709314685857e+00,1.983461017553010919e+01,8.070674516377215890e-02
4.073000753368602034e+01,-7.403918761501672918e+01,-9.711384317931107679e-01,-2.122237772625040098e+00,1.982725477114475865e+01,-4.457714659725833112e-02
4.072999512929035859e+01,-7.403895106968943196e+01,-1.308288730744951556e+00,-1.963848713928153966e+00,1.992319268218613715e+01,-5.000230376933645360e-02
4.072998002164982267e+01,-7.403870145099277522e+01,-1.110436508433658487e+00,-2.213084375150468741e+00,1.994022930416969785e+01,-1.958011755097181436e-02
4.072994369959753413e+01,-7.403846732135147590e+01,3.797714184251979042e-01,-2.773754040398013654e+00,1.973199814194330770e+01,2.771102195274826110e-02
4.072992860473937782e+01,-7.403823076680443194e+01,-2.127528804005067720e-01,-3.091167691538303508e+00,1.970500502384983932e+01,-9.291802029011533848e-02
4.072991109209407057e+01,-7.403802038466682234e+01,1.124386833144812720e-01,-2.620226246347495458e+00,1.980013858408138105e+01,-5.256461260109177025e-02
4.072988245046261113e+01,-7.403776785241474556e+01,-1.985036431506421950e+00,-1.622518470582106520e+00,2.001388117390234811e+01,7.093958685407606574e-03
4.072986938828798031e+01,-7.403750090090044012e+01,-2.026497668789568607e+00,-1.424922871811107550e+00,1.997414749420165947e+01,5.781857858123852500e-02
4.072986692927695884e+01,-7.403730615058375975e+01,-9.401741951151703081e-01,-1.975987455104903256e+00,1.981614337834066930e+01,1.929404884959486782e-02
4.072982653458397806e+01,-7.403705208458265474e+01,-7.418376211617268290e-02,-2.324679803894082131e+00,1.992550062875142913e+01,-1.249625780798413327e-01
4.072982453363523092e+01,-7.403682473236371209e+01,-2.630217478166609446e+00,-2.451902109413334863e+00,1.982880922654664246e+01,-7.032841050837053409e-02
4.072980316129685008e+01,-7.403660498740107698e+01,1.465417058867410027e+00,-2.609416885712994016e+00,1.995152687230127242e+01,1.037879849730669185e-01
4.072976400817736931e+01,-7.403635561861769077e+01,7.096771046047886111e-01,-3.278044828572231673e+00,1.966258455433762364e+01,-5.999778541259877078e-03
4.072972838701930698e+01,-7.403611840865617921e+01,8.153459908096435393e-01,-4.357689804194757599e+00,1.949442123187261444e+01,-2.827570559739222070e-02
4.072968198115283656e+01,-7.403589539381104601e+01,-1.029397070418312854e+00,-4.994238613504162316e+00,1.935151746893989966e+01,9.493897727020000898e-03
4.072966082934559040e+01,-7.403565835988159449e+01,-6.389419959000033344e-01,-5.357467516982402422e+00,1.934788644146184566e+01,-3.306250727223202651e-02
4.072959467536325207e+01,-7.403541946839916932e+01,-9.669743157922214977e-03,-5.551783803455922595e+00,1.932120013237698330e+01,1.452591012968783984e-02
4.072953912036199142e+01,-7.403519982748923667e+01,-3.460575238771839701e-01,-5.655064517303808103e+00,1.909582885826440801e+01,-1.178646559956886553e-01
4.072949912940480743e+01,-7.403498096262930517e+01,6.964979432833446893e-01,-5.776120764088253701e+00,1.921084188995034481e+01,-2.526456481893987749e-02
4.072944300429062991e+01,-7.403476683092945621e+01,-2.847128091887676682e+00,-5.703738666568363591e+00,1.916725517502883847e+01,4.596564868029071049e-02
4.072938453652964341e+01,-7.403452647640438045e+01,8.103248800838268595e-01,-5.762399245635605460e+00,1.911592351985612837e+01,8.785255200630204264e-02
4.072934114579089737e+01,-7.403429718764392931e+01,2.693904540699528782e-01,-5.884707008539948880e+00,1.918686217635537972e+01,1.617438357370718297e-02
4.072929206825195081e+01,-7.403407072150262991e+01,-2.583735030165817959e-01,-5.790944605695037772e+00,1.915201250748940254e+01,-3.984892196198544512e-02
4.072923877381690971e+01,-7.403383657021497299e+01,2.885774861148845627e+00,-5.899056735703106291e+00,1.905388205812201008e+01,-8.307931181184849412e-02
4.072918746064171103e+01,-7.403362294345951966e+01,-1.716470929024138892e+00,-5.763388243438582137e+00,1.909688951260620016e+01,-6.149822539954234030e-02
4.072913535002977881e+01,-7.403338250831330924e+01,1.054852421691191644e+00,-5.883109128609734562e+00,1.913138250356904635e+01,1.728621781959379256e-03
4.072906409705039721e+01,-7.403316987977946440e+01,-7.523889008217817809e-01,-5.838741502301285635e+00,1.912061751112375418e+01,5.285094143994278904e-02
4.072902691219602644e+01,-7.403291985650162133e+01,-4.097591932504781598e-01,-5.735818965522018864e+00,1.918133034877390486e+01,1.220980390612123184e-02
4.072896387520527384e+01,-7.403271316598623741e+01,8.561687127109085527e-01,-5.776678328426887887e+00,1.915051015561211400e+01,8.765108000315867398e-02
4.072891042785315818e+01,-7.403248661587113588e+01,2.446467479984899829e-01,-5.781993268550954745e+00,1.910058092670903918e+01,-9.411572730249555263e-02
4.072887643010125203e+01,-7.403225158928377425e+01,8.789866981047442795e-01,-5.828341907350178097e+00,1.903130716657533483e+01,-5.528156553487763303e-02
4.072883017185227317e+01,-7.403204264875998319e+01,3.258655492178471391e+00,-5.850321586306907129e+00,1.905911832148205676e+01,-2.405823074668573917e-03
4.072875581534370326e+01,-7.403180019439216153e+01,-1.332723637412414897e-01,-5.776938841856747331e+00,1.905709900617121022e+01,-1.094178071758567135e-02
4.072869242920438637e+01,-7.403155061642522128e+01,5.774192805083796509e-01,-5.837489957654836914e+00,1.912829282403269104e+01,8.117759076140340646e-02
4.072867000711363517e+01,-7.403134402214566023e+01,-4.143997742359363246e-01,-5.469650850897449068e+00,1.915435567818716223e+01,2.312621885209042646e-02
4.072860245594751660e+01,-7.403113870993973933e+01,-2.376653440951268792e-01,-3.901597256183798823e+00,1.948657541023505502e+01,-4.734920261849256962e-02
4.072858087283190542e+01,-7.403091320477265924e+01,-2.802949673214765625e+00,-3.090424443507199470e+00,1.973731792761401138e+01,1.101213520269622298e-01
4.072855218713721825e+01,-7.403066724461967851e+01,-6.782317588807176834e-02,-2.488223591451919958e+00,1.984246075931752173e+01,3.417648119792609379e-02
4.072854777366208623e+01,-7.403040384272433982e+01,-4.900291332612102813e-01,-2.294924132844985198e+00,1.991885277334773363e+01,-5.923266559776440426e-02
