ref_gps_lat (deg),ref_gps_lon (deg),ref_gps_alt (m),ref_gps_vN (m/s),ref_gps_vE (m/s),ref_gps_vD (m/s)
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073331900000000161e+01,-7.405626100000000633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.073332186522674192e+01,-7.405626548889338778e+01,0.000000000000000000e+00,6.427876096865398070e-01,-7.660444431189785686e-01,0.000000000000000000e+00
4.073333051879031075e+01,-7.405627904625939095e+01,0.000000000000000000e+00,1.285575219373079614e+00,-1.532088886237957137e+00,0.000000000000000000e+00
4.073334496069067967e+01,-7.405630167210154013e+01,0.000000000000000000e+00,1.928362829059605321e+00,-2.298133329356918608e+00,0.000000000000000000e+00
4.073336519092780605e+01,-7.405633336642571862e+01,0.000000000000000000e+00,2.571150438746130806e+00,-3.064177772475880523e+00,0.000000000000000000e+00
4.073339042841783453e+01,-7.405636697504094457e+01,0.000000000000000000e+00,3.243467145177635569e+00,-2.340923082494000607e+00,0.000000000000000000e+00
4.073342381285655733e+01,-7.405638319191358221e+01,0.000000000000000000e+00,3.979183871016949148e+00,-4.075484273537874347e-01,0.000000000000000000e+00
4.073345957320925237e+01,-7.405637969039243274e+01,0.000000000000000000e+00,3.898826588560286410e+00,8.939525895344438977e-01,0.000000000000000000e+00
4.073349360134552199e+01,-7.405636438792554088e+01,0.000000000000000000e+00,3.654234268625157878e+00,1.626828789395349251e+00,0.000000000000000000e+00
4.073352552687372707e+01,-7.405634251629290077e+01,0.000000000000000000e+00,3.444869870573561865e+00,2.032946525320936448e+00,0.000000000000000000e+00
4.073355585615959029e+01,-7.405631698799659546e+01,0.000000000000000000e+00,3.299860791679463556e+00,2.260734118718201291e+00,0.000000000000000000e+00
4.073358512539088139e+01,-7.405628939393731969e+01,0.000000000000000000e+00,3.207080851988421077e+00,2.390529733931205492e+00,0.000000000000000000e+00
4.073361372908571809e+01,-7.405626061564227314e+01,0.000000000000000000e+00,3.149861050902555970e+00,2.465436139916632019e+00,0.000000000000000000e+00
4.073364192623485280e+01,-7.405623115098269693e+01,0.000000000000000000e+00,3.115232777794774588e+00,2.509048572697035517e+00,0.000000000000000000e+00
4.073366987861690802e+01,-7.405620128558499005e+01,0.000000000000000000e+00,3.094490957272385323e+00,2.534585906091844087e+00,0.000000000000000000e+00
4.073369768480999653e+01,-7.405617118512071784e+01,0.000000000000000000e+00,3.082138665432634372e+00,2.549592368800376985e+00,0.000000000000000000e+00
4.073372540408752229e+01,-7.405614094637272160e+01,0.000000000000000000e+00,3.074806975759681649e+00,2.558429608533245858e+00,0.000000000000000000e+00
4.073375307182578098e+01,-7.405611062613279216e+01,0.000000000000000000e+00,3.070463656566705613e+00,2.563640562501497300e+00,0.000000000000000000e+00
4.073378070904903581e+01,-7.405608025781693016e+01,0.000000000000000000e+00,3.067893563953933977e+00,2.566715621226864030e+00,0.000000000000000000e+00
4.073380832822137876e+01,-7.405604986111913490e+01,0.000000000000000000e+00,3.066373759736963578e+00,2.568531091031715619e+00,0.000000000000000000e+00
4.073383259163284009e+01,-7.405602314096516636e+01,0.000000000000000000e+00,2.307386097674676950e+00,1.932891460030214947e+00,0.000000000000000000e+00
4.073384995284442311e+01,-7.405600402220984790e+01,0.000000000000000000e+00,1.540826711312463848e+00,1.290718034934887237e+00,0.000000000000000000e+00
4.073386041106424926e+01,-7.405599250545985512e+01,0.000000000000000000e+00,7.742504349526168062e-01,6.485647723826531985e-01,0.000000000000000000e+00
4.073386396618285232e+01,-7.405598859054687466e+01,0.000000000000000000e+00,7.665870323188673716e-03,6.421404222506298456e-03,0.000000000000000000e+00
4.073386740481184631e+01,-7.405598524099092117e+01,0.000000000000000000e+00,8.062481821873531684e-01,5.571031042092567942e-01,0.000000000000000000e+00
4.073387863186887614e+01,-7.405597591645381783e+01,0.000000000000000000e+00,1.702902728589689607e+00,1.010209036270115934e+00,0.000000000000000000e+00
4.073389805981278755e+01,-7.405596156244874351e+01,0.000000000000000000e+00,2.622973840735888906e+00,1.414357886397606290e+00,0.000000000000000000e+00
4.073392580195053370e+01,-7.405594253227724266e+01,0.000000000000000000e+00,3.547778582783752910e+00,1.803792429172653700e+00,0.000000000000000000e+00
4.073396175199953007e+01,-7.405591859725019788e+01,0.000000000000000000e+00,4.442453893484429095e+00,2.250556243301735648e+00,0.000000000000000000e+00
4.073400572739323167e+01,-7.405588929235209150e+01,0.000000000000000000e+00,5.333310100565031853e+00,2.704848123501580659e+00,0.000000000000000000e+00
4.073405772576328587e+01,-7.405585461145298609e+01,0.000000000000000000e+00,6.224337789322789583e+00,3.158800260289788220e+00,0.000000000000000000e+00
4.073411493387090587e+01,-7.405580842058741098e+01,0.000000000000000000e+00,6.039376444451334258e+00,5.215968957174147214e+00,0.000000000000000000e+00
4.073415361096211029e+01,-7.405572407955028780e+01,0.000000000000000000e+00,1.929453748438753502e+00,8.770268424206468794e+00,0.000000000000000000e+00
4.073415065306006255e+01,-7.405561296014874983e+01,0.000000000000000000e+00,-2.399278571872540233e+00,9.687304183029967319e+00,0.000000000000000000e+00
4.073411411783548175e+01,-7.405550539403752452e+01,0.000000000000000000e+00,-5.474724204594857646e+00,8.368237262627243211e+00,0.000000000000000000e+00
4.073405688663413571e+01,-7.405541426634314917e+01,0.000000000000000000e+00,-7.068830168746766951e+00,7.073304747104811163e+00,0.000000000000000000e+00
4.073398924213201866e+01,-7.405533623387029252e+01,0.000000000000000000e+00,-7.874306506682429152e+00,6.164032530642472807e+00,0.000000000000000000e+00
4.073391497374215930e+01,-7.405525978297687573e+01,0.000000000000000000e+00,-8.547712607462196743e+00,6.891807395758477561e+00,0.000000000000000000e+00
4.073383532798973050e+01,-7.405517323980657807e+01,0.000000000000000000e+00,-9.156244959364777003e+00,7.725514755930891653e+00,0.000000000000000000e+00
4.073374999186248147e+01,-7.405507719769585151e+01,0.000000000000000000e+00,-9.809426562884207002e+00,8.500326494163617852e+00,0.000000000000000000e+00
4.073365862673391291e+01,-7.405497222242640021e+01,0.000000000000000000e+00,-1.049359754307022996e+01,9.237142989261773351e+00,0.000000000000000000e+00
4.073356100141002401e+01,-7.405485867890138252e+01,0.000000000000000000e+00,-1.119859020692664409e+01,9.949471210939972110e+00,0.000000000000000000e+00
4.073345696212157918e+01,-7.405473680204102038e+01,0.000000000000000000e+00,-1.191728897662908793e+01,1.064606140539827095e+01,0.000000000000000000e+00
4.073334640833927267e+01,-7.405460674257354015e+01,0.000000000000000000e+00,-1.264488429951964399e+01,1.133257698194731944e+01,0.000000000000000000e+00
4.073322927512980840e+01,-7.405446859681126170e+01,0.000000000000000000e+00,-1.337819589281817834e+01,1.201267142035397129e+01,0.000000000000000000e+00
4.073310552092605974e+01,-7.405432242603278326e+01,0.000000000000000000e+00,-1.411515200952337246e+01,1.268869117553346371e+01,0.000000000000000000e+00
4.073297511930309156e+01,-7.405416826906630945e+01,0.000000000000000000e+00,-1.485441754053973007e+01,1.336213603924631066e+01,0.000000000000000000e+00
4.073283903307524412e+01,-7.405401321842440154e+01,0.000000000000000000e+00,-1.537551301952550098e+01,1.279037135451513763e+01,0.000000000000000000e+00
4.073269893018022714e+01,-7.405386445685284968e+01,0.000000000000000000e+00,-1.571304960642941495e+01,1.237336138912494654e+01,0.000000000000000000e+00
4.073255648878677704e+01,-7.405371957665889227e+01,0.000000000000000000e+00,-1.590716358448302437e+01,1.212279450854862617e+01,0.000000000000000000e+00
4.073241269569685130e+01,-7.405357702025294486e+01,0.000000000000000000e+00,-1.601996778059147175e+01,1.197333004259093947e+01,0.000000000000000000e+00
4.073226811458145136e+01,-7.405343584730913165e+01,0.000000000000000000e+00,-1.608595087477764451e+01,1.188453551697498334e+01,0.000000000000000000e+00
4.073212541630381622e+01,-7.405329143551240634e+01,0.000000000000000000e+00,-1.557288714459871493e+01,1.254931017951152583e+01,0.000000000000000000e+00
4.073198700272788386e+01,-7.405313996965928425e+01,0.000000000000000000e+00,-1.519538087734632192e+01,1.300386096482030673e+01,0.000000000000000000e+00
4.073185127620548229e+01,-7.405298435013048675e+01,0.000000000000000000e+00,-1.496610141513261460e+01,1.326709495074054068e+01,0.000000000000000000e+00
4.073172179235007206e+01,-7.405281993232580362e+01,0.000000000000000000e+00,-1.364527279072129140e+01,1.462212469057765674e+01,0.000000000000000000e+00
4.073160308431255316e+01,-7.405264192336528595e+01,0.000000000000000000e+00,-1.277288812535741158e+01,1.539003992642979490e+01,0.000000000000000000e+00
4.073149170665391949e+01,-7.405245590413819912e+01,0.000000000000000000e+00,-1.194992839188064693e+01,1.603743157207301806e+01,0.000000000000000000e+00
4.073138995109499660e+01,-7.405226064609124137e+01,0.000000000000000000e+00,-1.057196576428963297e+01,1.697744208880382288e+01,0.000000000000000000e+00
4.073130146882770219e+01,-7.405205452083649220e+01,0.000000000000000000e+00,-9.052056504798528636e+00,1.783424439200983258e+01,0.000000000000000000e+00
4.073122698941575237e+01,-7.405183904266286277e+01,0.000000000000000000e+00,-7.463253880629087789e+00,1.855531841584170749e+01,0.000000000000000000e+00
4.073116707969458616e+01,-7.405161585146122150e+01,0.000000000000000000e+00,-5.817651387943461039e+00,1.913517526254617351e+01,0.000000000000000000e+00
4.073112219561380698e+01,-7.405138664581447472e+01,0.000000000000000000e+00,-4.127773055401640967e+00,1.956940187136795828e+01,0.000000000000000000e+00
4.073108654714852861e+01,-7.405115457734027018e+01,0.000000000000000000e+00,-3.939738038966453360e+00,1.960812240333888568e+01,0.000000000000000000e+00
4.073105966752407170e+01,-7.405092060974575929e+01,0.000000000000000000e+00,-1.788587700702087613e+00,1.991986330366995261e+01,0.000000000000000000e+00
4.073105443531287762e+01,-7.405068410399215395e+01,0.000000000000000000e+00,6.523576151945325030e-01,1.998935790719395200e+01,0.000000000000000000e+00
4.073105999580027969e+01,-7.405044747162182261e+01,0.000000000000000000e+00,2.998963270825106830e-01,1.999775142842319653e+01,0.000000000000000000e+00
4.073105833976256207e+01,-7.405021075475633552e+01,0.000000000000000000e+00,-7.087360813880854149e-01,1.998743838431874309e+01,0.000000000000000000e+00
4.073104729653456957e+01,-7.404997447439315295e+01,0.000000000000000000e+00,-1.753825457474788685e+00,1.992295400448218956e+01,0.000000000000000000e+00
4.073103057441966968e+01,-7.404973874438836390e+01,0.000000000000000000e+00,-1.868540633938793105e+00,1.991252259005169734e+01,0.000000000000000000e+00
4.073101374807956176e+01,-7.404950302708859056e+01,0.000000000000000000e+00,-1.868543710898467713e+00,1.991252230131736312e+01,0.000000000000000000e+00
4.073099692173663300e+01,-7.404926730984853123e+01,0.000000000000000000e+00,-1.868543710980189676e+00,1.991252230130969636e+01,0.000000000000000000e+00
4.073098009539365449e+01,-7.404903159266784485e+01,0.000000000000000000e+00,-1.868543710980189676e+00,1.991252230130969636e+01,0.000000000000000000e+00
4.073096326905063336e+01,-7.404879587554654563e+01,0.000000000000000000e+00,-1.868543710980189676e+00,1.991252230130969636e+01,0.000000000000000000e+00
4.073094644270755538e+01,-7.404856015848463358e+01,0.000000000000000000e+00,-1.868543710980189676e+00,1.991252230130969636e+01,0.000000000000000000e+00
4.073092842945513326e+01,-7.404832459534539169e+01,0.000000000000000000e+00,-2.144524490738723976e+00,1.988469297496497390e+01,0.000000000000000000e+00
4.073090819199030932e+01,-7.404808934321262370e+01,0.000000000000000000e+00,-2.335377247637514309e+00,1.986318235105383678e+01,0.000000000000000000e+00
4.073088661529133248e+01,-7.404785429631743909e+01,0.000000000000000000e+00,-2.448030257713615043e+00,1.984961329238728922e+01,0.000000000000000000e+00
4.073086424797338623e+01,-7.404761937703982255e+01,0.000000000000000000e+00,-2.514546504829223039e+00,1.984129672866798089e+01,0.000000000000000000e+00
4.073084141378303258e+01,-7.404738453539897591e+01,0.000000000000000000e+00,-2.553829685413137263e+00,1.983627873210855341e+01,0.000000000000000000e+00
4.073081839001582694e+01,-7.404714972578739207e+01,0.000000000000000000e+00,-2.557088200050358751e+00,1.983585894124988158e+01,0.000000000000000000e+00
4.073079536328891237e+01,-7.404691491675811221e+01,0.000000000000000000e+00,-2.557088287432477625e+00,1.983585892998523903e+01,0.000000000000000000e+00
4.073077233656182727e+01,-7.404668010780980580e+01,0.000000000000000000e+00,-2.557088287434781559e+00,1.983585892998494415e+01,0.000000000000000000e+00
4.073074930983464981e+01,-7.404644529894241600e+01,0.000000000000000000e+00,-2.557088287434781559e+00,1.983585892998494415e+01,0.000000000000000000e+00
4.073072628310738708e+01,-7.404621049015599965e+01,0.000000000000000000e+00,-2.557088287434781559e+00,1.983585892998494415e+01,0.000000000000000000e+00
4.073070325638002487e+01,-7.404597568145049991e+01,0.000000000000000000e+00,-2.557088287434781559e+00,1.983585892998494415e+01,0.000000000000000000e+00
4.073068022965257740e+01,-7.404574087282597361e+01,0.000000000000000000e+00,-2.557088287434781559e+00,1.983585892998494415e+01,0.000000000000000000e+00
4.073065573631829750e+01,-7.404550632433411295e+01,0.000000000000000000e+00,-2.898051876204404742e+00,1.978891849805915371e+01,0.000000000000000000e+00
4.073062849613330627e+01,-7.404527229794328491e+01,0.000000000000000000e+00,-3.133640934248671961e+00,1.975298191400986170e+01,0.000000000000000000e+00
4.073059850371358692e+01,-7.404503885694832377e+01,0.000000000000000000e+00,-3.528172174109912795e+00,1.968634047023052247e+01,0.000000000000000000e+00
4.073056547889654411e+01,-7.404480612169186315e+01,0.000000000000000000e+00,-3.786481865959489657e+00,1.963829307956166303e+01,0.000000000000000000e+00
4.073053392803294770e+01,-7.404457304359547720e+01,0.000000000000000000e+00,-3.173609591896643156e+00,1.974659976193930078e+01,0.000000000000000000e+00
4.073050749350033328e+01,-7.404433886160504130e+01,0.000000000000000000e+00,-2.731372208765202814e+00,1.981261229260757162e+01,0.000000000000000000e+00
4.073048416748872569e+01,-7.404410410645847662e+01,0.000000000000000000e+00,-2.469448326802190952e+00,1.984696009370839320e+01,0.000000000000000000e+00
4.073046268143045978e+01,-7.404386904699335048e+01,0.000000000000000000e+00,-2.314503805571669570e+00,1.986562538995422145e+01,0.000000000000000000e+00
4.073044228349270668e+01,-7.404363381974734182e+01,0.000000000000000000e+00,-2.222898996928138526e+00,1.987608412261971225e+01,0.000000000000000000e+00
4.073042252876062719e+01,-7.404339849759074355e+01,0.000000000000000000e+00,-2.168758469918511178e+00,1.988206444761600267e+01,0.000000000000000000e+00
4.073040315414445445e+01,-7.404316312085100549e+01,0.000000000000000000e+00,-2.136765794965499232e+00,1.988552820363253559e+01,0.000000000000000000e+00
4.073038400413492610e+01,-7.404292771240186255e+01,0.000000000000000000e+00,-2.117862587585250367e+00,1.988755032828594338e+01,0.000000000000000000e+00
4.073036498683280371e+01,-7.404269228542466408e+01,0.000000000000000000e+00,-2.106694068034670408e+00,1.988873651350701266e+01,0.000000000000000000e+00
4.073034604793644320e+01,-7.404245684759077051e+01,0.000000000000000000e+00,-2.100095628043357809e+00,1.988943433969585683e+01,0.000000000000000000e+00
4.073032604697797154e+01,-7.404222156354786932e+01,0.000000000000000000e+00,-2.353918708700726281e+00,1.986099359832806499e+01,0.000000000000000000e+00
4.073030399633854159e+01,-7.404198659518107206e+01,0.000000000000000000e+00,-2.529840539638527286e+00,1.983935248046168098e+01,0.000000000000000000e+00
4.073028071123887628e+01,-7.404175183226641366e+01,0.000000000000000000e+00,-2.633680176487220415e+00,1.982583488098238433e+01,0.000000000000000000e+00
4.073025669737314303e+01,-7.404151719615249760e+01,0.000000000000000000e+00,-2.694992716932628429e+00,1.981759355359978159e+01,0.000000000000000000e+00
4.073023225315873930e+01,-7.404128263686503431e+01,0.000000000000000000e+00,-2.731202803573530957e+00,1.981263564611613148e+01,0.000000000000000000e+00
4.073020755477136134e+01,-7.404104812365669375e+01,0.000000000000000000e+00,-2.752590686871336345e+00,1.980967552764428063e+01,0.000000000000000000e+00
4.073018270624791626e+01,-7.404081363793569892e+01,0.000000000000000000e+00,-2.765224694734439659e+00,1.980791590217482678e+01,0.000000000000000000e+00
4.073015776903562823e+01,-7.404057916856949362e+01,0.000000000000000000e+00,-2.772688073898666783e+00,1.980687256597718715e+01,0.000000000000000000e+00
4.073013277943074684e+01,-7.404034470892921149e+01,0.000000000000000000e+00,-2.777097097182159580e+00,1.980625486337136820e+01,0.000000000000000000e+00
4.073010775887441071e+01,-7.404011025508053478e+01,0.000000000000000000e+00,-2.779701791202956684e+00,1.980588947641540898e+01,0.000000000000000000e+00
4.073008272574728039e+01,-7.403987580363828158e+01,0.000000000000000000e+00,-2.779917876427397072e+00,1.980585914825001836e+01,0.000000000000000000e+00
4.073005769242378449e+01,-7.403964135232010335e+01,0.000000000000000000e+00,-2.779917882222132874e+00,1.980585914743668141e+01,0.000000000000000000e+00
4.073003431128002916e+01,-7.403940661088365971e+01,0.000000000000000000e+00,-2.395512501996555965e+00,1.985601973842637591e+01,0.000000000000000000e+00
4.073001403290114553e+01,-7.403917136886208539e+01,0.000000000000000000e+00,-2.128811168930424547e+00,1.988638134520799738e+01,0.000000000000000000e+00
4.072999562790306527e+01,-7.403893585973104052e+01,0.000000000000000000e+00,-1.971064555842396260e+00,1.990263561734227693e+01,0.000000000000000000e+00
4.072997774001613180e+01,-7.403870028293000871e+01,0.000000000000000000e+00,-2.195003262547833955e+00,1.987918410492251553e+01,0.000000000000000000e+00
4.072995543360352855e+01,-7.403846536366852149e+01,0.000000000000000000e+00,-2.718938854450535736e+00,1.981432238320954298e+01,0.000000000000000000e+00
4.072992944953579553e+01,-7.403823109404768843e+01,0.000000000000000000e+00,-3.028042653741969570e+00,1.976944505258351725e+01,0.000000000000000000e+00
4.072990237431879734e+01,-7.403799704182290498e+01,0.000000000000000000e+00,-2.606877085590924459e+00,1.982937699123753461e+01,0.000000000000000000e+00
4.072988404418154573e+01,-7.403776155075127008e+01,0.000000000000000000e+00,-1.544055826598818681e+00,1.994030821237088702e+01,0.000000000000000000e+00
4.072987228916627345e+01,-7.403752531025958206e+01,0.000000000000000000e+00,-1.412093597387007016e+00,1.995008751038997730e+01,0.000000000000000000e+00
4.072985685234151276e+01,-7.403728944066212136e+01,0.000000000000000000e+00,-1.973688941865052060e+00,1.990237553561783201e+01,0.000000000000000000e+00
4.072983746904078828e+01,-7.403705406988915172e+01,0.000000000000000000e+00,-2.305538329388260976e+00,1.986666788899741931e+01,0.000000000000000000e+00
4.072981575783241226e+01,-7.403681904881172215e+01,0.000000000000000000e+00,-2.501292236967288307e+00,1.984297198368446757e+01,0.000000000000000000e+00
4.072979267307181317e+01,-7.403658425349054539e+01,0.000000000000000000e+00,-2.616826519130527551e+00,1.982806644554064590e+01,0.000000000000000000e+00
4.072976777758877631e+01,-7.403634978791143340e+01,0.000000000000000000e+00,-3.236642893604660731e+00,1.973636599729742613e+01,0.000000000000000000e+00
4.072973340270933562e+01,-7.403611742215777269e+01,0.000000000000000000e+00,-4.313861870360681472e+00,1.952922414647975202e+01,0.000000000000000000e+00
4.072969148982538456e+01,-7.403588718478467001e+01,0.000000000000000000e+00,-4.945261396450030489e+00,1.937896771556165021e+01,0.000000000000000000e+00
4.072964515835179355e+01,-7.403565840844423462e+01,0.000000000000000000e+00,-5.315874279514428480e+00,1.928059855513818022e+01,0.000000000000000000e+00
4.072959623043966104e+01,-7.403543056580764414e+01,0.000000000000000000e+00,-5.533915138346565676e+00,1.921915147038438576e+01,0.000000000000000000e+00
4.072954577380184560e+01,-7.403520329934430322e+01,0.000000000000000000e+00,-5.662397289827936220e+00,1.918169066928535571e+01,0.000000000000000000e+00
4.072949441590383657e+01,-7.403497638186719598e+01,0.000000000000000000e+00,-5.738183082053704531e+00,1.915915590303581695e+01,0.000000000000000000e+00
4.072944252622932026e+01,-7.403474967360600090e+01,0.000000000000000000e+00,-5.782913678143450475e+00,1.914570211277562350e+01,0.000000000000000000e+00
4.072939032262858206e+01,-7.403452309005336929e+01,0.000000000000000000e+00,-5.809324771488310724e+00,1.913770481796006351e+01,0.000000000000000000e+00
4.072933793364967414e+01,-7.403429658061001817e+01,0.000000000000000000e+00,-5.824922698976872759e+00,1.913296306249880274e+01,0.000000000000000000e+00
4.072928543518214894e+01,-7.403407011514785552e+01,0.000000000000000000e+00,-5.834135810039685843e+00,1.913015575864483608e+01,0.000000000000000000e+00
4.072923287204102394e+01,-7.403384367578583181e+01,0.000000000000000000e+00,-5.839578087593033651e+00,1.912849517758526829e+01,0.000000000000000000e+00
4.072918027069545843e+01,-7.403361725193158804e+01,0.000000000000000000e+00,-5.842793049187725352e+00,1.912751341351936318e+01,0.000000000000000000e+00
4.072912764678054742e+01,-7.403339083731738413e+01,0.000000000000000000e+00,-5.844692303651453535e+00,1.912693315394909277e+01,0.000000000000000000e+00
4.072907500990397267e+01,-7.403316442808761622e+01,0.000000000000000000e+00,-5.845537262080187091e+00,1.912667493626719306e+01,0.000000000000000000e+00
4.072902237048888452e+01,-7.403293802005583757e+01,0.000000000000000000e+00,-5.845537262080187091e+00,1.912667493626719306e+01,0.000000000000000000e+00
4.072896973107331320e+01,-7.403271161220249041e+01,0.000000000000000000e+00,-5.845537262080187091e+00,1.912667493626719306e+01,0.000000000000000000e+00
4.072891709165725871e+01,-7.403248520452751791e+01,0.000000000000000000e+00,-5.845537262080187091e+00,1.912667493626719306e+01,0.000000000000000000e+00
4.072886445224072816e+01,-7.403225879703097689e+01,0.000000000000000000e+00,-5.845537262080187091e+00,1.912667493626719306e+01,0.000000000000000000e+00
4.072881181282370733e+01,-7.403203238971282474e+01,0.000000000000000000e+00,-5.845537262080187091e+00,1.912667493626719306e+01,0.000000000000000000e+00
4.072875917340621754e+01,-7.403180598257308986e+01,0.000000000000000000e+00,-5.845537262080187091e+00,1.912667493626719306e+01,0.000000000000000000e+00
4.072870653398823748e+01,-7.403157957561175806e+01,0.000000000000000000e+00,-5.845537262080187091e+00,1.912667493626719306e+01,0.000000000000000000e+00
4.072865424628172093e+01,-7.403135303045725379e+01,0.000000000000000000e+00,-5.484022053048297707e+00,1.923344748404922555e+01,0.000000000000000000e+00
4.072861209227389878e+01,-7.403112292372613013e+01,0.000000000000000000e+00,-3.978859437672915167e+00,1.960022136546525573e+01,0.000000000000000000e+00
4.072858067273539007e+01,-7.403088983136775880e+01,0.000000000000000000e+00,-3.068473672260854102e+00,1.976320999540918777e+01,0.000000000000000000e+00
4.072855566379633530e+01,-7.403065538826444936e+01,0.000000000000000000e+00,-2.527427647973063074e+00,1.983966001433141813e+01,0.000000000000000000e+00
4.072853439969896527e+01,-7.403042030225404346e+01,0.000000000000000000e+00,-2.261425891752719686e+00,1.987173754194911623e+01,0.000000000000000000e+00
